id	molecular_formula	name	inchi	inchi_key
C04442	C6H11O9P	2-Dehydro-3-deoxy-6-phospho-D-gluconate		
C04443	C16H12O7	3-O-Methylquercetin		
C04444	C18H16O7	"3,7,4'-Tri-O-methylquercetin"		
C04445	C5H7NO2S	"3,4-Dehydrothiomorpholine-3-carboxylate"		
C04446	C8H11N2O4	"3-(3,4-Dihydroxypyridin-1-yl)-L-alanine"		
C04447	C8H9NO4	3-Carboxy-4-methoxy-N-methyl-2-pyridone		
C04448	C9H8N2O5SR2	3-Hydroxymethyl ceph-3-em-4-carboxylate		
C04452	C12H15NO8	4-Nitrophenol-alpha-D-galactopyranoside		
C04453	C28H46O	4alpha-Methyl-5alpha-cholest-7-en-3-one		
C04454	C9H17N4O9P	5-Amino-6-(5'-phospho-D-ribitylamino)uracil		
C04457	H2O(C9H17N2O7P)n	D-Alanyl-alanyl-poly(glycerolphosphate)		
C04458	C21H43N7O18P2	"Dihydrostreptomycin 6,3''-bis-phosphate"		
C04459	(C22H34O18)n	Glucuronoxylan 4-O-methyl-D-glucuronate		
C04461	C8H17NO12P2	"N-Acetyl-D-glucosamine 1,6-bisphosphate"		
C04462	C11H15NO8	N-Succinyl-2-L-amino-6-oxoheptanedioate		
C04465	C76H142O15	"alpha,alpha'-Trehalose 6,6'-bismycolate"		
C04466	(C10H14NO8R)n	"alpha-2,8-Linked polymer of sialic acid"		
C04468	C14H12O2	"(+)-cis-3,4-Dihydrophenanthrene-3,4-diol"		
C04469	C13H17N	(+/-)-2-(4'-Isobutylphenyl)propionitrile		
C04471	C6H8O6	"(4S,5S)-4,5-Dihydroxy-2,6-dioxohexanoate"		
C04473		3-alpha-D-Galactosyl-[lipopolysaccharide glucose]		
C04475	C6H12NO7PR2	1-Alkyl-2-acylglycerophosphoethanolamine		
C04476	C5H13NO6PR	1-Alkyl-sn-glycero-3-phosphoethanolamine		
C04477	C6H16O18P4	"1D-myo-Inositol 1,3,4,6-tetrakisphosphate"		
C04478	C8H15O11P	3-Deoxy-D-manno-octulosonate 8-phosphate		
C04479	C9H10O6	"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate"		
C04480	C7H6O6	3-Carboxy-2-hydroxymuconate semialdehyde		
C04482	C14H25N2O11PR2	3-O-L-Lysyl-1-O-phosphatidylglycerol		
C04483	C24H40O4	Deoxycholic acid		
C04484	C7H6O6	4-Carboxy-2-hydroxymuconate semialdehyde		
C04485	C14H12O2S2	"5-(4-Acetoxybut-1-ynyl)-2,2'-bithiophene"		
C04486	C12H10OS2	"5-(4-Hydroxybut-1-ynyl)-2,2'-bithiophene"		
C04487	C13H23N3O8R2	5-(D-Galactosyloxy)-L-lysine-procollagen		
C04488	C31H47N6O16P	"5-Methyl-5,6,7,8-tetrahydromethanopterin"		
C04489	C30H39N9O12	5-Methyltetrahydropteroyltri-L-glutamate		
C04491	C27H31O15. Cl	Cyanidin-3-rhamnoglucoside chloride		
C04494	C10H18N5O20P5	Guanosine 3'-diphosphate 5'-triphosphate		
C04498	C14H20N4O2	p-Coumaroylagmatine		
C04500	C28H51NO12P2(C5H8)n	N-Acetyl-D-glucosaminyldiphosphodolichol		
C04501	C8H16NO9P	N-Acetyl-alpha-D-glucosamine 1-phosphate		
C04502	C8H14NO6R	N-Acetyl-beta-D-glucosaminyl-glycopeptide		
C04503	C4H13N3O7P2	N'-Phosphoguanidinoethyl methyl phosphate		
C04504	C8H14N2O4R2	N3-Acetyl-2-deoxystreptamine antibiotic		
C04505	(C12H16NO9R)n	Polysialic acid acetylated at O-7		
C04506	C20H33N2O3SR(C2H2NOR)n	Protein C-terminal S-farnesyl-L-cysteine		
C04507	C61H102O12P2	alpha-D-Galactosyl-diphosphoundecaprenol		
C04508	C3H9O6P(C9H17O10P)n	alpha-D-Glucosylpoly(glycerol phosphate)		
C04509	C50H84O7P2	"di-trans,poly-cis-Decaprenyl diphosphate"		
C04510	C13H20N3O11P(C5H8O6PR)n(C5H8O6PR)n	3-[(3S)-3-Amino-3-carboxypropyl]-uridine in tRNA		
C04511	C33H49N5O24P2R2(C5H8O6PR)n(C5H8O6PR)n	tRNA(Asp)-O-5''-beta-D-mannosylqueuosine		
C04512	C26H39N7O17P3SR	"(2E,4E)-2,4-Dienoyl-CoA"		
C04514	C10H10O2	"(1S,2S)-1,2-Dihydronaphthalene-1,2-diol"		
C04515	C6H9NO3SR2	(3S)-3-Hydroxyacyl-N-acylthioethanolamine		
C04516	C34H28O22	"1,2,3,6-Tetrakis-O-galloyl-beta-D-glucose"		
C04517	C10H22NO6PR	1-(1-Alkenyl)-sn-glycero-3-phosphocholine		
C04518	C21H32O3	"17alpha,20alpha-Dihydroxypregn-4-en-3-one"		
C04520	C6H16O18P4	"1D-myo-Inositol 3,4,5,6-tetrakisphosphate"		
C04521	C11H17NO8	"2,7-Anhydro-alpha-N-acetylneuraminic acid"		
C04522	C6H5ClO4	"2-Chloro-2,5-dihydro-5-oxofuran-2-acetate"		
C04524	C14H10O8	2-Protocatechoylphloroglucinolcarboxylate		
C04525	C28H46O	Fecosterol		
C04526	C21H42N7O14P	3'-Deoxydihydrostreptomycin 3''-phosphate		
C04527	C16H12O8	Corniculatusin		
C04529	C17H30O7	"(3S,4S)-3-Hydroxytetradecane-1,3,4-tricarboxylate"		
C04530	C29H50O	"4,4-Dimethyl-5alpha-cholest-7-en-3beta-ol"		
C04534	C12H23O14P	"6-Phospho-beta-D-glucosyl-(1,4)-D-glucose"		
C04535	C9H12O4	"7-Methyl-2-hydroxy-6-oxoocta-2,4-dienoate"		
C04536	C35H34MgN4O4	Magnesium protoporphyrin monomethyl ester		
C04537	C36H64N2O17P2(C5H8)n	"N,N'-Diacetylchitobiosyldiphosphodolichol"		
C04539		N-Acetyl-D-glucosaminyllipopolysaccharide		
C04540	C12H21N3O8	N4-(Acetyl-beta-D-glucosaminyl)asparagine		
C04541	C18H20N4O6	N5-Dinitrophenyl-L-ornithine methyl ester		
C04542	C13H23N3O8R2	Protein beta-D-galactosyl-L-hydroxylysine		
C04543	C8H18N2O3S	Buthionine sulfoximine		
C04544	C11H19N3O6S	gamma-L-Glutamyl-L-cysteinyl-beta-alanine		
C04545	C11H16N5O8P(C5H8O6PR)n(C5H8O6PR)n	tRNA containing 2'-O-methylguanosine		
C04546	C8H14O5	(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate		
C04547	C16H16O4	"1,2-Bis(4-hydroxy-3-methoxyphenyl)ethylene"		
C04548	C9H13NO2	Synephrine		
C04549	C11H18O16P2R2	1-Phosphatidyl-1D-myo-inositol 3-phosphate		
C04552	C18H16O8	Chrysosplenol D		
C04553	C7H6O6	"3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate"		
C04554	C27H46O4	"3alpha,7alpha-Dihydroxy-5beta-cholestanate"		
C04555	C19H28O5S	Dehydroepiandrosterone sulfate		
C04556	C6H10N3O4P	4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine		
C04558	C7H8O4	3-Methylmuconolactone		
C04559	C7H8O4	4-Methylmuconolactone		
C04561	C12H16O3	"Benzyl (2R,3S)-2-methyl-3-hydroxybutanoate"		
C04562	C12H16O3	"Benzyl (2S,3S)-2-methyl-3-hydroxybutanoate"		
C04563	C6H17O21P5	"D-myo-Inositol 1,2,4,5,6-pentakisphosphate"		
C04564	C4H7N2O6PR2	[Isocitrate dehydrogenase (NADP+)] phosphate		
C04565	C4H7N2O6PR2	Low-density lipoprotein O-phospho-L-serine		
C04566		Membrane-derived-oligosaccharide D-glucose		
C04570		Reduced electron-transferring flavoprotein		
C04572	C12H20N4O8S	S-(N-Hydroxy-N-methylcarbamoyl)glutathione		
C04573	C17H25N3O18P2	UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate		
C04574	C55H92O7P2	"di-trans,poly-cis-Undecaprenyl diphosphate"		
C04575	C6H8O7	"(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate"		
C04576	C41H32O26	Pentagalloylglucose		
C04577	C20H30O3	15-OxoETE		
C04578	C22H28N2O4	"16-Methoxy-2,3-dihydro-3-hydroxytabersonine"		
C04579	C6H17O21P5	"Inositol 1,2,3,5,6-pentakisphosphate"		
C04580	C11H17NO8	"2-Deoxy-2,3-dehydro-N-acetylneuraminic acid"		
C04581	C17H14O8	Tomentin		
C04582	C6H13O7PS	S-Methyl-5-thio-D-ribulose 1-phosphate		
C04583	C10H14N4O5	"6-Hydroxyl-1,6-dihydropurine ribonucleoside"		
C04584	C7H5NO3	"6-Imino-5-oxocyclohexa-1,3-dienecarboxylate"		
C04586	C9H16O5	"Diethyl (2R,3R)-2-methyl-3-hydroxysuccinate"		
C04587	C9H16O5	"Diethyl (2S,3R)-2-methyl-3-hydroxysuccinate"		
C04589	C17H27N3O23P2S2	"UDP-N-acetyl-D-galactosamine 4,6-bissulfate"		
C04590	C23H41O6P	3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate		
C04592	C7H10O2	Toluene-cis-dihydrodiol		
C04593	C7H10O7	"(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate"		
C04594	C18H30O3	"(9Z)-(13S)-12,13-Epoxyoctadeca-9,11-dienoic acid"		
C04596	C14H8Cl4	"1,1-Dichloro-2,2-bis(4-chlorophenyl)ethylene"		
C04597	C19H24O6	"1,2-Bis(3,4-dimethoxyphenyl)propane-1,3-diol"		
C04598	C10H22NO7PR	2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine		
C04599	C12H15N	"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine"		
C04604	C8H7NO5	"3-Hydroxy-2-methylpyridine-4,5-dicarboxylate"		
C04606	C16H14O4S2	"5-(3,4-Diacetoxybut-1-ynyl)-2,2'-bithiophene"		
C04608	C21H20O10	Apigenin 7-O-beta-D-glucoside		
C04611	C21H27NO11	Indol-3-ylacetyl-myo-inositol L-arabinoside		
C04613	C17H25N3O16P2	"UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose"		
C04614	C12H21O11R	"alpha-D-Mannosyl-1,3-(R1)-beta-D-mannosyl-R2"		
C04615	C42H74N2O22P2(C5H8)n	alpha-D-Mannosylchitobiosyldiphosphodolichol		
C04617	C6H8O7	"(1S,2S)-1-Hydroxypropane-1,2,3-tricarboxylate"		
C04618	C4H7O2SR	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]		
C04619	C10H19O2SR	(3R)-3-Hydroxydecanoyl-[acyl-carrier protein]		
C04620	C8H15O2SR	(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein]		
C04621	C11H8N2O5	(E)-2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide		
C04622	C11H8N2O5	(Z)-2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide		
C04623	C14H9Cl5	DDT		
C04625	C6H4Cl2O4	"2,4-Dichloro-2,5-dihydro-5-oxofuran-2-acetate"		
C04627	C14H24NO11R	D-Galactosyl-N-acetyl-alpha-D-galactosaminide		
C04628	C11H22NO7PS	Coenzyme B		
C04630	C17H28N4O15P2	"UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose"		
C04631	C20H29N3O19P2	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine		
C04632	C4H6N2O3R2	[Hydroxymethylglutaryl-CoA reductase (NADPH)]		
C04633	C16H31O2SR	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]		
C04634	C7H8O4	"1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate"		
C04635	C7H15NO6PR	1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine		
C04636	C27H50NO8PR	1-Acyl-2-linoleoyl-sn-glycero-3-phosphocholine		
C04637	C11H19O19P3R2	"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate"		
C04638	C43H73O6P	"2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate"		
C04639	C9H15N2O9P	"2,4-Dioxotetrahydropyrimidine D-ribonucleotide"		
C04640	C8H16N3O8P	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine		
C04641	C9H19O11P	2-(alpha-D-Galactosyl)-sn-glycerol 3-phosphate		
C04642	C8H8O6	2-Hydroxy-5-carboxymethylmuconate semialdehyde		
C04643	C24H38O5	7-Oxodeoxycholate		
C04644	C48H80N7O19P3S	"3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA"		
C04645	C12H22O14PR	6-(D-Glucose-1-phospho)-D-mannosylglycoprotein		
C04646	C10H13N4O7PS	6-Thioinosine-5'-monophosphate		
C04648	C12H21O10R	"alpha-L-Fucosyl-1,2-beta-D-galactoside"		
C04649	C8H14NO6(C12H19NO19S3)n	Heparan sulfate N-acetyl-alpha-D-glucosaminide		
C04650	C5H12NO4P	L-Phosphinothricin		
C04652	C43H77N3O20P2	"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine"		
C04654	C20H32O5	"(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate"		
C04655	C16H28O7	"(2S,3S)-2-Hydroxytridecane-1,2,3-tricarboxylate"		
C04656	C14H24NO11R	"1,3-beta-D-Galactosyl-N-acetyl-D-glucosaminyl-R"		
C04660	C21H43N7O17P2	"3'-Deoxydihydrostreptomycin 6,3''-bis-phosphate"		
C04661	C24H40O5	"3alpha,7alpha,12beta-Trihydroxy-5beta-cholanate"		
C04662	C6H7O6R	4-Deoxy-alpha-L-erythro-hex-4-enopyranuronoside		
C04663	C9H14N4O5	Acadesine		
C04665	C61H87CoN13O15P	Co-Methyl-5-hydroxybenzimidazolylcobamide		
C04666	C6H11N2O6P	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate		
C04667	(C13H24NO12P)n	N-Acetyl-D-glucosaminyl-poly(ribitol phosphate)		
C04670	C7H10O4	"(1S,4S)-4-Hydroxy-3-oxocyclohexane-1-carboxylate"		
C04671	C20H32O5	"(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate"		
C04672	C18H28O3	"(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid"		
C04673	C7H13N3O5	1D-1-Guanidino-1-deoxy-3-dehydro-scyllo-inositol		
C04674	C12H21NO17S2	"3-D-Glucuronosyl-N2,6-disulfo-beta-D-glucosamine"		
C04675	C32H52N7O20P3S	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA		
C04676	C19H26O3	Testololactone		
C04677	C9H15N4O8P	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide		
C04678	C28H52NO9P(C5H8)n	Archaeal dolichyl N-acetyl-alpha-D-glucosaminyl phosphate		
C04679	C11H22N4O3R2	Protein N6-[(R)-4-amino-2-hydroxybutyl]-L-lysine		
C04680	C21H29O2R	Retinyl-ester-(cellular-retinol-binding-protein)		
C04681	C17H27N5O4SR2	[Acetyl-CoA:carbon-dioxide ligase (ADP-forming)]		
C04682	C17H27N5O4SR2	[Methylmalonyl-CoA:pyruvate carboxytransferase]		
C04683	C17H28NO14R	"alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-R"		
C04684	C16H16NO6P	m-Carboxyphenyl phenylacetamidomethylphosphonate		
C04685	C20H32O4	"(13E)-(15S)-15-Hydroxy-9-oxoprosta-10,13-dienoate"		
C04686	C20H32O4	"(13E)-(15S)-15-Hydroxy-9-oxoprosta-11,13-dienoate"		
C04687	C7H12O4	"(1S,3R,4S)-3,4-Dihydroxycyclohexane-1-carboxylate"		
C04688	C14H27O2SR	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]		
C04690	C8H11NO6	2-(Hydroxymethyl)-3-(acetamidomethylene)succinate		
C04691	C7H13O10P	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate		
C04692	C12H17N5O4R2	Peptide 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine		
C04695	C22H29NO12	5-O-(Indol-3-ylacetyl-myo-inositol) D-galactoside		
C04696	C11H18N5O11P2(C5H8O6PR)n	7-Methylguanosine 5'-triphospho-5'-oligonucleotide		
C04698	C13H24O10	Methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside		
C04700	C34H55N7O24P2	UDP-N-acetylmuramoyl-L-alanyl-alpha-D-glutamyl-L-lysine		
C04702	C40H65N9O26P2	UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)		
C04703	C9H19O11P	"alpha-D-Galactosyl-(1,1')-sn-glycerol 3-phosphate"		
C04706	C6H3ClO4	"cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide"		
C04707	C20H30O5	"(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate"		
C04708	C26H48NO9R	1-(beta-D-Galactosyl)-2-(2-hydroxyacyl)sphingosine		
C04709	C21H43N7O17P2	"3'-Deoxydihydrostreptomycin 3'alpha,6-bisphosphate"		
C04711	C14H12O3S2	"5-(3-Hydroxy-4-acetoxybut-1-ynyl)-2,2'-bithiophene"		
C04712	C16H18N2O9S	(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate		
C04713	C15H22N5O7P	N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate		
C04714	C17H26O15R2	alpha-D-Galactosyl-beta-D-galactosyldiacylglycerol		
C04715	C27H42O4	Nuatigenin		
C04717	C18H32O4	"(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid"		
C04718	C10H16O3	"1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one"		
C04719	C20H18O9	"1-Hydroxy-2-(beta-D-glucosyloxy)-9,10-anthraquinone"		
C04720	C9H9NO5	DIMBOA		
C04722	C27H46O5	"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate"		
C04724	C73H122O21P2	D-Mannosyl-L-rhamnosyl-D-galactose-1-diphospholipid		
C04725	(C19H32O15)n	Oligosaccharide containing 6-methyl-D-glucose units		
C04726	C4H6N2O3R2	[3-Methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)]		
C04727	C17H27N5O4SR2	[Propionyl-CoA:carbon-dioxide ligase (ADP-forming)]		
C04728	C11H18N3O8PS(C5H8O6PR)n(C5H8O6PR)n	tRNA containing 5-methylaminomethyl-2-thiouridylate		
C04729	C6H3ClO4	"trans-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide"		
C04730	C42H73N2O21R	GM3		
C04731	C12H15NO	"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide"		
C04732	C9H16N4O6	5-Amino-6-(1-D-ribitylamino)uracil		
C04733	C12H16O12	4-(4-Deoxy-beta-D-gluc-4-enuronosyl)-D-galacturonate		
C04734	C10H15N4O9P	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide		
C04735	C7H13N3O2R2	Apo-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)]		
C04736	C7H13N3O2R2	Apo-[methylmalonyl-CoA:pyruvate carboxytransferase]		
C04737	C37H66NO18R	alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide		
C04738	C31H53N3O19P2	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine		
C04739	C23H38N3O25P3	UDP-N-acetyl-6-(alpha-D-galactose-1-phospho)-alpha-D-glucosamine		
C04740	C42H73N2O21R	"alpha-N-Acetylneuraminyl-2,6-beta-galactosyl-1,4-beta-D-glucosylceramide"		
C04741	C20H34O5	Alprostadil		
C04742	C20H32O3	"(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate"		
C04744	C6H9N5O2	"2,6-Diamino-4-hydroxy-5-(N-methyl)formamidopyrimidine"		
C04746	C28H46O3	3beta-Hydroxy-5alpha-cholest-7-ene-4alpha-carboxylate		
C04748	C21H35N2O3SR(C2H2NOR)n	Protein C-terminal S-farnesyl-L-cysteine methyl ester		
C04749		[[Hydroxymethylglutaryl-CoA reductase (NADPH)]kinase]		
C04750	C14H24NO11R	"beta-D-Galactosyl-1,3-N-acetyl-alpha-D-galactosaminyl-R"		
C04751	C9H14N3O9P	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate		
C04752	C6H11N3O7P2	4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate		
C04755	C14H25NO14PR	Glycoprotein N-acetyl-D-glucosaminyl-phospho-D-mannose		
C04756	C8H14NO7PR2	O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine		
C04758	C20H30O5	"(5Z,13E)-9alpha-Hydroxy-11,15-dioxoprosta-5,13-dienoate"		
C04759	C19H33N3O13R2	"1,2-D-Glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen"		
C04760	C48H80N7O20P3S	"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA"		
C04763	C7H13N3O2R2	Apo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)]		
C04767	C14H29N6O11P	O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate		
C04768	C4H7N2O6PR2	[Hydroxymethylglutaryl-CoA reductase (NADPH)] phosphate		
C04771	C8H10N2O4	L-Mimosine		
C04772	C18H31O16(C12H20O10)n	"1,6-alpha-D-Mannosyl-1,6-alpha-D-mannosyloligosaccharide"		
C04773	C8H9NO4	3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate		
C04775	C18H31O16R	D-Galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-R		
C04776	C18H29N3O13R2	Peptide beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-L-serine		
C04778	C14H19N2O7P	"N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole"		
C04779	C11H16N5O7P(C5H8O6PR)n(C5H8O6PR)n	rRNA containing a single residue of 2'-O-methyladenosine		
C04780	C18H30O3	"8-[(1R,2R)-3-Oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate"		
C04783	C8H8O6	"cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate"		
C04785	C18H30O4	13(S)-HPOT		
C04787	C33H41O20. Cl	Cyanidin 3-rutinoside 5-glucoside chloride		
C04789	C14H25NO14PR	Lysosomal-enzyme N-acetyl-D-glucosaminyl-phospho-D-mannose		
C04790		"N-Acetyl-beta-D-mannosaminouronosyl-1,4-lipopolysaccharide"		
C04791	C14H24NO11R	"beta-D-Galactosyl-1,4-N-acetyl-D-glucosaminyl-glycoprotein"		
C04792	C27H52NO9PR	1-Acyl-2-[(S)-12-hydroxyoleoyl]-sn-glycero-3-phosphocholine		
C04793	C19H24O4	"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione"		
C04794	C14H21NO11	3-(4-Deoxy-beta-D-gluc-4-enuronosyl)-N-acetyl-D-glucosamine		
C04796	C9H11NO6	"4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde"		
C04797	C9H11NO6	"5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde"		
C04798	C10H8ClN3O3	"5-Amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone"		
C04799	(C22H34N2O16)n	Colominic acid(non-reducing N- or O-acylneuraminyl residue)		
C04800	C41H63N3O34R2	"D-Glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan"		
C04801	C17H27N5O4SR2	[3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]		
C04802	C22H36N5O23P4R(R1)(C5H8O6PR)n	m7G(5')pppRm-mRNA		
C04804	C38H60N8O27P2	"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimeloyl-D-alanine"		
C04805	C20H32O3	5(S)-HETE		
C04806	C32H45NO13	17alpha-(N-Acetyl-D-glucosaminyl)-estradiol 3-D-glucuronoside		
C04807	C7H11N5O8P2	"6-Hydroxymethyl-7,8-dihydropterin diphosphate"		
C04808	C79H132O24P2	D-Abequosyl-D-mannosyl-rhamnosyl-D-galactose-1-diphospholipid		
C04809		Membrane-derived-oligosaccharide 6-(glycerophospho)-D-glucose		
C04810	C6H7O6(C6H8O6)n	Oligosaccharide with 4-deoxy-alpha-D-gluc-4-enuronosyl group		
C04811	C12H20N5O9P	1-(5-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole		
C04812	C7H17N4O7P	"1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol 4-phosphate"		
C04814	C29H50O2	4alpha-Hydroxymethyl-4beta-methyl-5alpha-cholest-7-en-3beta-ol		
C04815	C7H10O4	"5-D-(5/6)-5-C-(Hydroxymethyl)-2,6-dihydroxycyclohex-2-en-1-one"		
C04816		Dephospho-[[hydroxymethylglutaryl-CoA reductase (NADPH)]kinase]		
C04817	C19H33N3O13R2	"Protein alpha-D-glucosyl-1,2-beta-D-galactosyl-L-hydroxylysine"		
C04818	C14H24NO11R	"beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosaminylglycopeptide"		
C04819	C42H74N8O22	"beta-D-Galactosyl-beta-1,4-N-acetyl-D-glucosaminylglycopeptide"		
C04822	C20H32O4	8(R)-HPETE		
C04823	C13H19N4O12P	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole		
C04824	C34H66NO12P	Lipid X		
C04825	C21H34N2O17R2	3-beta-D-Galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein		
C04827	C7H13N3O2R2	Apo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]		
C04830	C69H115NO17P2	"beta-D-Glucosyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol"		
C04831	C15H19NO10	DIMBOA-glucoside		
C04832	C13H26NO10PS3	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide		
C04833	C28H42N10O23P4R(C5H8O6PR)n	m7G(5')pppm6Am-mRNA		
C04834	C16H26O3	Juvenile hormone II acid		
C04835	C20H30O5	"(5Z,13E)-6,9alpha-Epoxy-11alpha-hydroxy-15-oxoprosta-5,13-dienoate"		
C04839	C12H20O13S	"3-O-(3,6-Anhydro-alpha-D-galactopyranosyl)-D-galactose 4-O-sulfate"		
C04840	C29H48O3	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate		
C04843	C20H34O5	"(5Z,9E,14Z)-(8xi,11xi,12S)-8,11,12-Trihydroxyicosa-5,9,14-trienoate"		
C04844	C19H24O6	"3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate"		
C04845	C39H69N2O18R	N-Acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide		
C04847	C20H35NO16	"alpha-D-Galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosamine"		
C04848	C89H159N3O53PR(C2H2NOR)n	"Variant-surface-glycoprotein 1,2-dimyristyl-sn-phosphatidylinositol"		
C04849	C20H32O4	"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic acid"		
C04850	C20H34NO15R	"1,3-beta-D-Galactosyl-(alpha-1,4-L-fucosyl)-N-acetyl-D-glucosaminyl-R"		
C04851	C86H143N7O21P2	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol		
C04853	C20H32O5	20-OH-Leukotriene B4		
C04855	C20H34NO16R	"alpha-D-Galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R"		
